title,body,date
SCAM SCAM SCAM AVOID AVOID AVOID,"I booked and paid forMy all inclusive hotel in Aug 2018, for my vacation at the beginning of April.We got to the hotel, to be told that Gala Hotels had cancelled our booking on 18th Dec?We had received no notification from Gala Hotels, and my booking on their website still showed as confirmed?Sadly we had to pay for our accommodation again, at a greatly increased rate!We tried numerous times to contact Gala Hotels, but their phone was constantly engaged.We arrived back to the UK on 7th Apr, and our booking was still in their systems, but when I checked on 8th Apr, everything had been wiped from my account page.Thankfully I’d copied all notifications from Gala Hotels, and my claim is now in the hands of my credit card company.I cannot possibly write, what I think of Gala Hotels.It is shameful that so many folk have been parted with their hard earned cash, which is a fraudulent act.I’m just grateful that our hotel had a spare room, as we were ‘out in the sticks’ so the chance of another hotel would have been impossible.Gala, I hope you rot in hell, and Karma catches up with you.","Date of experience: April 16, 2019"
Gala Hotels.com - DO NOT USE,"Gala Hotels.com- DO NOT USE 🤬Arrived in Sofia, Bulgaria at 10pm yesterday, to find they cancelled my reservation but have kept the money.","Date of experience: March 21, 2019"
Absolute ripoff,"Absolute ripoff , paid £355 for 5 nights in Barcelona,turned up and they had cancelled it ..was charged again (now a total of £710 for 5 nights) and told to apply for a refund..now i am unable to get into there site(locked out)to apply and the phone numbers are never answered ...F;;;king scam ..keep away!!!!!","Date of experience: January 31, 2019"
I have just clicked on to there website…,"I have just clicked on to there website and it seems you can still book a Hotel room through them. But DON'T they will rip you off, I am still trying to get hold of them regarding my booking where they took my money and cancelled my booking. DON'T USE THEM.....","Date of experience: February 25, 2019"
same story as everyone one else,my reservations were cancelled at el dorado casitas royale. Several attempts to contact have all failed. initiated a charge back request with my bank for merchant failing to provide service.,"Date of experience: March 10, 2019"
How this company can keep stilling…,How this company can keep stilling money from people all over the world? Is there any police anywer? .I booked a hotel 30th of December and they took the money from my card straight away. I cancelled 3 days later for personal reasons. Still no refund. I tried to contact. IMPOSSIBLE. I tried through my bank to get my 750eu. All this time I tried to contact all I get is automatic answers they work on my case. I have received about 300 messages .,"Date of experience: April 15, 2019"
"DO NOT USE, THEY TAKE YOUR MONEY BUT DON'T BOOK ROOM!","DO NOT USE! COMPLETE CON ARTISTS!  STEAL YOUR MONEY AND NO ROOM BOOKED! - We arrived in Vienna and were told there was no record of our confirmed reservation. The hotel told us this happens all the time with Gala hotels and that they had gone bankrupt but I can see their website is still active. We had to book and pay for new rooms as when we phoned Gala we got no response, we emailed and got it sent back and every time we tried to raise a case on their site it would not send. We are unable to contact them in any way for a refund.  DO NOT USE THIS WEBSITE!","Date of experience: March 10, 2019"
don't use gala hotels,don't use gala hotels - in case of cancellation you don't get your money back!!!If you try to contact gala hotels you got no answer.,"Date of experience: March 18, 2019"
Gala Cancelled my reservation,They cancelled my reservation without me knowing and I cannot reach Gala Hotels-This is a scam website DO NOT BOOK,"Date of experience: February 14, 2019"
Cancelled booking in Bayswater Inn Hotel in London,"I had a booking ( from March 03 to March 08, 2019) in the Bayswater Inn Hotel (7570), London, GB.I printed out the voucher which was sent via email. As I checked in with the hotel under this booking number I was told, that my reservaction was cancelled.The hotel clerk tried to call the emergency numer (+90 212 705 4858), the UK number +44 20 3384 6448, she tried to open the Galahotel homepage, I tried to open the homepage, so did my husband in Germany. Nothing worked, no response, nobody answered the phone, one phone number was disconnected. Instead we found out, that this kind of fraud happended to a lot of customers. Hotel rooms were booked, confirmation numbers for a voucher were sent via email, but when the people checked in with the hotel, the booking was cancelled. So it happened to me. I did pay 281 Euro via my Visa Card for this booking with GalaHotels and all I got was a cancelled hotel reservation. My son and I had to find another hotel, because this one was completely booked. Since I am a journalist, this is a really good story to get publish - which I will do in any case to warn people about this very mean fraud.Now I tried to file a complaint with the hotel - since all of a sudden the homepage works again - but it just gives me an error message. So please, under no circumstances book with this group any hotelrooms. The chances are pretty good, that you will have to pay for another hotel ...","Date of experience: March 08, 2019"
