title,body,date,language,source
Very good situation right in the…,good situation right centernear old town 150meters beach service table menus choice buffetexcept breakfastvery good service except sunday luncheon many local spanish peoplechoose premium rooms floorsthose view mountains quiteall personal polite cooperative price absolutely suitable highly recommend hotel,"Date of experience: February 21, 2018",en,Gala Hotel
Overall quite good little niggles like…,overall quite good little niggles like shower curtains shower head needs replacing,"Date of experience: February 21, 2018",en,Gala Hotel
Ker Hotel and Spa in Buenos Argentina.,her hotel spa bueno argentinathere unpleasant details overall would stay clean safe affordable relaxing accommodating bathroom needs fixed smelled drainage next toilet also half shower glass wall needs full one door complaints,"Date of experience: February 21, 2018",en,Gala Hotel
Ordered a room with 2 beds,ordered room a beds upon arrival receptionist claim ordered single bed checked email tell anything way tell receipt ended paying additional of morewhen asked receptionist usual walk rate said of attitude conclusion get brand name hotel spend amount money better service better room,"Date of experience: February 21, 2018",en,Gala Hotel
Not worth it.  Pay slightly more for piece of mind.,experience a okay able find somewhat reasonably priced hotel worked well however opted buy option able cancel reservation of want 100 sure id able go away weekend planned didst need cancel one point thought going cancellation fee cost hotel room,"Date of experience: February 20, 2018",en,Gala Hotel
The reception is very bad,reception bad done speak english a stars unimaginable done answer phonerude contact done help youth eating personal buffet nice helpful,"Date of experience: February 20, 2018",en,Gala Hotel
Terrible,terrible galahotels booked wrong date able use immediately contacted make correction respond horrible service ripoff,"Date of experience: February 20, 2018",en,Gala Hotel
fine,many negative comments website called hotel booking make sure name system,"Date of experience: February 20, 2018",en,Gala Hotel
Worst company I ever had the misfortune…,worst company ever misfortune deal with receiver communication whatsoever email confirmation texts nothingyou overcharged took money account unauthorized contact hotel complete booking found could booked hotel directly cost 100 less took account intend take action regarding galahotelsi contact expedite inform disgraceful behaviour also intend contact british american tourism authorities complain company galahotels operating areas ripping honest people,"Date of experience: February 20, 2018",en,Gala Hotel
A very bad experience,booked room refundable choose described option paid of euro refundable room ask refund one night price leave one night galahotels wrote couldn't because bought refundable room replayed spent of euro refundable room answer bad experience,"Date of experience: February 20, 2018",en,Gala Hotel
All the process was easy and smooth,process easy smooth pleased find galahotelscom reservation,"Date of experience: February 20, 2018",en,Gala Hotel
Staff excellent,staff excellent kind professional,"Date of experience: February 20, 2018",en,Gala Hotel
I tried to cancel my reservation and…,tried cancel reservation called could never speak anyone hold hour went online cancel told couldn't find reservation paid trip never took,"Date of experience: February 19, 2018",en,Gala Hotel
Wonderful location,wonderful location helpful staffs spectacular view room reasonable price definitely best choice visiting seoul,"Date of experience: February 19, 2018",en,Gala Hotel
Godd hotel for one night,good hotel one night only one problem sound climatiziation machine general problem elsewhere osgood relation comfort price kind invitation reception,"Date of experience: February 19, 2018",en,Gala Hotel
I received my refund,dear drafter a month received refundthanks allhave good time,"Date of experience: February 19, 2018",en,Gala Hotel
I did not have a room when I arrived,room arrived still await response emails taken money impossible telephone,"Date of experience: February 19, 2018",en,Gala Hotel
Really good easy to understand with a…,really good easy understand excellent rate hotel,"Date of experience: February 19, 2018",en,Gala Hotel
I was robbed by Gala Hotels!,unfortunately bad experience galahotels booked a nights stay rome right made reservation informed relocate booking hotel near airport requested refund instead told will take of dayton emails calls nothingstill awaiting customer support rude well hang requested speak relevant managerplease stay away gala hotels attractive offers book relocate booking hotel far away city would also appreciate could spread information among people would able give advice help resolve get money backhand advance,"Date of experience: February 19, 2018",en,Gala Hotel
