title,body,date
Easy to book and hope the rooms are as…,Easy to book and hope the rooms are as nice as the last time we were there,"Date of experience: November 24, 2024"
Easy to use web site,No body text,"Date of experience: November 24, 2024"
Clear information and easy booking process…,Clear information and booking process very straight forward and fast,"Date of experience: November 24, 2024"
I like not dealing with any one other…,I like not dealing with any one other than the Hotel,"Date of experience: November 24, 2024"
It was extremely easy to navigate.,No body text,"Date of experience: November 24, 2024"
Easy and fast,No body text,"Date of experience: November 24, 2024"
We stay here every year and it is such…,We stay here every year and it is such a friendly and enjoyable place to stay.,"Date of experience: December 26, 2023"
Great prices and fast checkout,No body text,"Date of experience: November 24, 2024"
Easy website to navigate,No body text,"Date of experience: November 24, 2024"
Clear instructions,No body text,"Date of experience: November 24, 2024"
Seamless and very easy to use,No body text,"Date of experience: November 24, 2024"
very simple to determine what rooms are…,very simple to determine what rooms are available,"Date of experience: November 23, 2024"
Ease of booking on line,No body text,"Date of experience: November 24, 2024"
Frustration in making a booking with AccorAs an Accor member I would like to know…,As an Accor member I would like to know if I could use my free nights accommodation but there seems to be no provision to confirm this option other than to pay for the full accommodation and get feed back from ACCOR when they wish to contact me 0412 270 255John Buckland,"Date of experience: November 24, 2024"
Good flow to information entry,Good flow to information entry. Clear print and easy to read. Cancellation policy clearly outlined.,"Date of experience: November 23, 2024"
Well done,"Well done, Moxie for not charging single supplement. I’m travelling alone and I checked on Booking.com and they were going to charge me more for the same room as a single adult.","Date of experience: November 23, 2024"
I have been a client at West Lodge Park…,I have been a client at West Lodge Park Hotel for 40 years love the place love the grounds as great memories for me and always happy to revisit,"Date of experience: July 29, 2024"
Easy to use.,Easy to use.,"Date of experience: November 23, 2024"
Much better than other sites.,Much better than other sites.,"Date of experience: November 23, 2024"
v good easy to book,No body text,"Date of experience: November 23, 2024"
Very easy to book,No body text,"Date of experience: November 23, 2024"
very easy to book my RSVP and excited…,very easy to book my RSVP and excited to come visit the Mendenhall Glacier!,"Date of experience: November 22, 2024"
No problems.,No body text,"Date of experience: November 22, 2024"
Good,Good. Until no emails,"Date of experience: November 22, 2024"
Easy to navigate website,No body text,"Date of experience: November 23, 2024"
It was a little confusing,It was a little confusing,"Date of experience: November 23, 2024"
It was quick and easy,No body text,"Date of experience: November 22, 2024"
very easy to navigate and make…,very easy to navigate and make reservation,"Date of experience: November 22, 2024"
Very easy no problem,Very easy no problem,"Date of experience: November 22, 2024"
very easy to use website!,very easy to use website!,"Date of experience: November 22, 2024"
Easy peasey,"All good, seems very simple to book a hotel","Date of experience: November 22, 2024"
Web site easy to use,No body text,"Date of experience: November 22, 2024"
An Easy Way to Book,"The process of booking was simple and uncomplicated. I would have appreciated it if the website provided information about taxes and fees in a more upfront manner, but I otherwise have no significant complaints.","Date of experience: November 22, 2024"
Was so easy to book,No body text,"Date of experience: November 22, 2024"
Quite a simple site for me,Quite a simple site for me (not really an IT pro) Booked quite a way in advance 21 - 23 February 2025so we shall see because I have reserved at the more expensive rate in order I may cancel if the event I am traveling to was cancelled due to bad weather.I have to give one days notice (24 hrs) if I need to cancel. At this time all is A OK with the booking and the event.I will complete this review after my stay.,"Date of experience: November 22, 2024"
Cheaper than calling,So easy and $100 cheaper than when I called the hotel to book!,"Date of experience: November 22, 2024"
It’s easy,"The program is easy to use, except for writing reveiws","Date of experience: November 22, 2024"
Easy and great.,No body text,"Date of experience: November 21, 2024"
Accessibile and easy site to use,No body text,"Date of experience: November 21, 2024"
Easy booking,No body text,"Date of experience: November 21, 2024"
Easy today nice pictures,No body text,"Date of experience: November 21, 2024"
Efficient,Efficient.  customer friendly.,"Date of experience: November 21, 2024"
Very intuitive website,Very intuitive website.  Easy to navigate.  The hotel is lovely.,"Date of experience: November 21, 2024"
Easy to book my room.,No body text,"Date of experience: November 21, 2024"
Unable to reach Hotelsone for assistance,I have not received a confirmation email for two reservations and have been unable to reach anyone by phone or email to cancel these reservations! I have not received any confirmation numbers to be able to look them up that way. Please help!,"Date of experience: November 20, 2024"
